GGGT_EPA_EPA_3_c,0.9148372
SALCHS2FEexs,0.000552076
CTPS1_2,0.9998821
FADt,0.9983152
RBFSb_1,0.0061896336
GLUTRS_Gln,0.9992318
ALGSex6,0.9148373
MCD,0.9999527
RE0576C_1,0.9984439
O3CCO,0.9944776
PPTGS_BS,0.024881624
MFUMt8,0.5250662
AND19ONEt,0.9148373
ILEASPt,0.9945827
AFAT,0.99995446
PLA2PC_OLE_STA_c,0.08614089
TRPATB0tc,0.00076180696
GCDH,0.08258483
PI345P3P_18_2_18_2,0.9964064
O6AP1pp,0.006999207
AMPAH,0.31158215
HISTAVESSEC_1,0.9994491
DEDOLR_L,0.9984439
PCA1,0.9997944
ZYMSTESTH_SCe,5.7902787e-05
r2133,0.9148372
ACMAMT,0.00480594
C6CRNe,0.9148373
PLPSD1819Z1829Z12Z,0.13101496
BSCT,0.7778383
DOPACCL,0.9866937
HISt2rpp,0.99898535
COPROSTt,1.0713354e-05
FAMPL4,0.95708644
r1630,1.5592326e-05
ACACT8r,0.8781994
C05767te,0.9148373
2DGULRy,0.9984439
HCINNMt2rpp,0.9987953
OA11LVL,0.00042668064
TAGAH_EPA_EPA_DHA_c,0.086140946
DOCTETETH,0.07169892
GF4GL_2,0.9882882
r0707,0.00021474846
THCHOLSTOICt,0.00023964801
LPEAT_PALM_EPA_sn2_c,0.00014984811
PLDAGAT_HDE_EPA_DHA_PE_10_c,0.9148372
HACD8,0.998428
PHYCBOXL,0.99429166
r1755,0.00034381862
r1610,0.00015685637
r1803,0.00014843018
C14771UPKt,0.9148373
E4POR1,0.9996043
DMBZIDS,0.0004825665
MI1Pt,0.9955615
ALADGLYexR,0.00046813884
PLDAGAT_OLE_EPA_EPA_PE_14_c,0.9148372
PIK4,0.9981034
CODH4,0.99959964
PLDAGAT_PALM_MYRS_PALM_PE_11_c,0.9148372
NADHXE,0.9148373
PLA2PC_PALM_MYRS_c,0.5218629
PTRCARGte,0.8109729
HMR_9180,0.9148373
PC17M_1,0.003965938
GALACGLCGALGBSIDEte,0.9148373
PCHOL2STE_HSABCt,0.9994491
RE2327C,0.9148372
BDMT_U,0.006973794
AM19CSteb,0.9994491
TYRPHETYRr,0.019572766
5FTHFt2_1,0.03942599
PHEt2r,0.9952427
GPDDA5,0.99693584
TMMYCO,1.2980412e-05
34DHPHELAT1tc,0.0008442195
LPEAT_STC_DHA_sn2_c,0.00014984811
PLDAGAT_DHA_EPA_DHA_PC_8_c,0.9148372
HC00900t2,6.515125e-05
DAGAH_OLE_LNA_c,0.086140946
MK10t,0.9148373
PCHOLPALME_HSPLA2,0.08614091
RE2442C,0.9990307
PI4PLC_cho,0.08614093
A6PAG,0.9987546
EPISTt,0.9148373
HMR_6364,0.029566122
PSSA1_hs_18_1_18_2,0.0006250818
r1955,0.00010448358
sink_GCVHF,0.81246835
DPCOAPP,0.99843377
GALURt2r,0.9959484
DHRG2,0.9993765
MECDPDH4,0.97891074
MEVK3,0.88543344
OA50PVL,0.9148372
ACOADAGAT18111Z18111Z1819Z,0.00014984811
HKYNRtr,3.1336218e-05
r2222,9.192604e-06
ALLOP2tu,0.9945827
PLDPC_OLE_DHA_c,0.2863809
TCFERCYT,8.989604e-05
UREAt_2,0.99600524
PLDAGAT_MYRS_HDE_PALM_PE_11_c,0.9148372
PSSA2_hs_20_4_20_4,0.00023419276
CRNCBCT,0.9148372
AGLPACTF,5.951712e-05
HG2abcpp,0.9994491
DASYN_SC,0.99786395
PLDAGAT_DHA_EPA_ARA_PC_2_c,0.9148372
ISOMS,0.9148373
OA39LVL,0.00042668084
PI4P3K_16_0_18_0,0.9981034
TAGAH_HDE_PALM_OLE_c,0.72973746
PLDAGAT_HDE_MYRS_PALM_PC_5_c,0.9148372
GLUSz,0.9995857
r2055,4.540904e-05
AGLPT_cho,0.08614097
RE3108C,0.9984439
LPADSSN,0.004805936
AIRCra,0.9998074
DASYN184_6_9_12_15,0.99786395
PI4P5K_LNA_LNA_c,0.9981034
AGPAT1,0.00014984811
HISDr,0.004667619
SORD_D,0.9822667
ACSPHAC160,0.9997105
RECOAH4,0.99207777
TAGAH1819Z1819Z1835Z9Z12Z,0.08614093
CHORtex,0.9148373
r1457,0.9984439
ICLIPAabcpp,0.9994491
P5CD,0.9999329
PLDAGAT_HDE_ARA_ARA_PE_11_c,0.9148372
r1739,0.0009767527
RE3496C,0.9148373
RE2373C,0.9148373
GPTNH,0.017283242
HMR_6549,0.9964064
HMR_1500,0.9984439
PLA2PC_LNA_OLE_c,0.72973746
OA52LL,0.00042668084
HMR_2259,0.97437537
L_LACt2rpp,0.9990381
ACHOMte,0.9148373
PS161abcpp,0.999622
r1374,0.20240647
ALDD4x,0.99943656
BALAt2pp,0.99918896
ALAD_L,0.9999597
PSt3_cho,0.9148373
CDS_16_0_18_0,0.99786395
SPMDtex,0.96095556
BTS_nadph,0.9984439
UGT2_LLA,0.024894016
r0651,0.9997105
LPS48TST,0.9148373
r0961,0.00023964801
G1PPpp,0.9968208
HMR_9640,0.9148373
PLDAGAT18111Z18111Z1602,0.9148372
13M3OTDAO,0.9984439
LPEH140_sn1_c,0.6519738
ARGHISTHRt,0.9945826
NO,0.9586669
PLDAGAT_HDE_EPA_DHA_PE_12_c,0.9148372
NRPPHRVESSEC_1,0.9994491
PLA2PE_LNA_ARA_c,0.086140946
13DAMPPOX,0.61683595
FE3PYOVDL2,0.000552076
ASCBOX_1,0.0007392203
PACOAL,0.9997105
GLYALDt,0.0019417485
RE2346C,0.9896498
LPLIPAL2ATG141,0.066680714
K2L4Atex,0.74962443
QUERT,0.9148373
PHEASPr,0.8033237
LPS2TVL,0.9148373
NIT1b,0.9983346
RH3CD,0.9896498
MCSNtex,0.9148373
SKMt2pp,0.9991461
LDH_D2,0.9969086
PPK2,0.999966
GADktpp,0.97831863
TAGAH18111Z18111Z160,0.5536339
CDIPT_HDE_HDE_c,0.44326943
HMR_0347,0.9994491
LPS39TST,0.9148373
ALPATE181pp,0.00010467086
LPS_cho,0.08614089
C4STMO2,0.9989023
3NTD2pp_1,0.052968845
PLDAGAT_HDE_MYRS_LNA_PC_6_c,0.9148372
SMS6,0.9148372
23DOGULNt4pp,0.0011694785
OA7LVL,0.00042668084
CDAPPA_EC,0.99730444
LPEAT_DHA_MYRS_sn2_c,0.00040510122
LYSCYSHISt,0.9945827
RE1815C,6.9423986e-06
DMPPS_syn,0.9995597
G3PAT1819Z_1,0.8054572
PIt8,0.17573822
ARGLYSASPr,0.14390336
GDCASULT,0.00029727718
AMPEP9,0.99582845
MOEB1,0.9988745
PNCDC,0.99348325
TAGAH1601819Z180,0.87222314
ARABF,0.00056396634
r2187,9.192604e-06
RBK_Dr,0.9987889
PLDAGAT_HDE_ARA_ARA_PC_5_c,0.9148372
34DHPHEt,0.9148373
ACPHPHITRNtpp,0.9148373
r1905,0.0001377807
SA_free_FA,9.759515e-06
PLDAGAT_HDE_MYRS_PALM_PE_15_c,0.9148372
OA4F,0.9148373
PLDAGAT_PALM_HDE_HDE_PE_10_c,0.9148372
DMGLYtex,0.9148373
LIPIDAt1ex,0.9148372
NTD11pp,0.99640334
MBCOAi,0.9900445
PLDAGAT_MYRS_EPA_GLNA_PE_11_c,0.9148372
RHAT40tex,0.9148373
HMR_1532,0.050143514
THPPP,0.9902153
ECOAH26,0.9896498
FLVRx,0.9986737
OPETDC,0.06679375
CEPTC_18_1_20_4,0.25295457
PLDAGAT_MYRS_EPA_HDE_PE_13_c,0.9148372
LPSGTR2_kt,0.02489404
DCA24GSc,0.00012852495
SDOOR_c,0.16010773
TAGAH_LNA_EPA_LNA_c,0.08614091
PLDAGAT_PALM_MYRS_PALM_PE_16_c,0.9148372
KAS4,0.9992374
CDIPT_HDE_PALM_c,0.44326937
LPCAT_EPA_GLNA_sn2_c,0.00014984811
PLDAGAT18111Z18111Z1819Z4,0.9148372
RE2132C,0.009228747
THMabc,0.99964464
4CMLCL_kt,0.99348325
ARD,0.8348743
PLDAGAT_MYRS_EPA_EPA_PC_5_c,0.9148372
r1987,0.0017419485
COCHL_1,0.99485457
MOADSUx,0.00053320016
ATPB,0.9821784
TETPENT6t,0.9148373
CREATtex,0.9148373
r2212,9.192604e-06
PLDAGAT_HDE_ARA_ARA_PE_13_c,0.9148372
TAGAH18111Z18111Z18111Z,0.72973746
ASO3t8pp,0.9995901
PLDAGAT_PALM_EPA_DHA_PC_1_c,0.9148372
OA28abLST,0.00042668084
PLA2_2_16_0_20_5,0.08614091
GLYOX_1,9.0814174e-05
RHCYS,0.29542384
2OXOADPt,0.0076936595
THMPP,0.99112356
HMR_0324,0.998602
PAPA_MYRS_DHA_c,0.9964064
MCLORi,0.998616
LPCAT_STC_ALNA_sn2_c,0.00014984811
DGGPGP2,0.9964064
FNA5MOXAMte,0.9148373
MANt1r,0.9148373
SPHMYLN18122_hs_ATPt,0.9994491
HMR_0176,0.9148373
PI4PLC_20_4_20_4,0.08614088
PLDAGAT_HDE_EPA_ARA_PC_7_c,0.9148372
r0409,0.7417282
GLUTARt2rpp,0.99895895
RE3150C,0.9984439
TYRASE2,0.8685351
LCAT31e,0.9148372
ETHAPT_PALM_OLE_c,0.25295463
AMID_2,0.14568336
DAGAH_STC_STC_c,0.9106763
CODSCL4MT,0.003965938
PROARGCYSt,0.9945827
CHOLPtr,0.9148373
CSNtex,0.9148373
CNOR,0.998428
PI4PP_16_0_18_2,0.9964064
ERGSTt,0.9148373
CF3Sa,0.97515285
r2346,0.9148373
1HMDZGLUChc,0.9148373
AGPATCOA16018111Z,0.00023990887
KAT19,0.63796175
OA9_46_27LST,0.00042668084
PROLPPGT160,3.6354697e-05
SO4ti,0.9904698
TAGAH1819Z1819Z160,0.55363405
PTHPS_1,0.005934711
HGENT,0.99632156
PLDAGAT_MYRS_EPA_ARA_PC_4_c,0.9148372
CBL2abc,0.9994491
PEPLC_18_1_18_1,0.086140946
WHDDCAte,0.9148373
TMDM3OATt,9.5941075e-05
AGPAT183_6_9_12,0.06802583
LGTHL,9.0814174e-05
GLCP4,0.99961
4HATVLACtep,0.9148373
PLDAGAT_MYRS_MYRS_HDE_PE_14_c,3.2459175e-05
FAD_4,0.9982539
ALGSex10,0.9148373
TECA3S,0.009925898
CHOPT_OLE_EPA_c,0.25295463
LPEAT_LNA_EPA_sn2_c,0.00014984811
LEULEUPEPT1tc,0.9945827
TRPHYDRO2,2.0917603e-05
r1855,0.001100688
CAO,0.006388363
SPHMDAc_cho,0.009228744
r2295,9.192604e-06
DMHDRFS,0.8704403
FEENTERR4,0.9951351
NADTRHD,0.9844306
PIt2rpp,0.99998164
ACOLIPAabctex,0.9994491
OA1_3_19LST,0.00042668064
BZSS,0.00010792269
DKII,0.99885154
PGLYSA_SA2,0.88373053
FASm2801,0.9989818
HMR_1982,0.998428
CBL1abc,0.9994491
PIPLC_18_2_18_1,0.121952794
OA65PST,0.9148372
aratry2,0.00018082194
HYD2pp,0.999212
AIRC4,0.99668854
CPC4MT,0.0039659357
AKGCAL,0.9998591
PLA2PC_EPA_OLE_c,0.72973746
TMDPK_1,0.98611623
r2324,1.9534284e-05
16M3HPAHL,0.9896498
r2096,0.0021566788
DMGDH2,0.92817307
HMR_1548,0.9989023
PLDAGAT_PALM_EPA_PALM_PC_8_c,0.9148372
DRBK_1,0.9447144
MG2_c,0.2731586
r1917,0.0022873408
3HPVSthc,1.0713354e-05
6HLVSTAChep,0.9958752
r0330,0.9988379
BMNt,0.9148373
LPCAT_EPA_OLE_sn2_c,0.00030221094
T4HCINNOX,0.0023604052
MX15PSL,0.03332987
DIACTt,0.9148373
LPCAT_LNA_MYRS_sn2_c,0.00040510122
r1985,0.00033323397
RE2594C,0.9866937
12HTACRtep,0.9148373
BUTt,0.9679469
CYTK11,0.8454853
RE1897C,0.99934775
FAMPL3,0.95708644
TMHAS6,0.00072985515
OA6_14F,0.9148373
CDAPPA161,0.99923706
PB2t6,0.9987953
LPLIPA1,0.0009599613
MGDGGH_MYRS_PALM_c,0.020531269
RE3514C,0.9989023
VALTRPPHEr,0.0010631153
FECPP3O,0.29394802
RHAP50tex,0.9148373
CYSSNAT5tc,0.96348065
GAD2ktpp,0.117572136
GTLOA54,4.1007475e-05
CDPMEK_1,0.97905225
GLACO,0.99943656
FUTS,0.9798973
LYSCYSHISr,0.0687711
MGT184_6_9_12_15,0.9148372
LPLIPA4,0.00079099997
r1760,0.0023834456
r2061,4.21221e-05
PLDAGAT_EPA_EPA_GLNA_PC_5_c,0.9148372
METHSUCCte,0.9148373
BZt,0.00082759873
DHPH,0.9143535
ALLOPtepvb,0.9148373
14MTACPM,0.99417984
FUCACNGALACGLCGALGLUSIDEte,0.9148373
BALABALAtex,0.9148373
GTGAL13MAN,0.00063572754
PLDAGAT_MYRS_EPA_MYRS_PE_12_c,0.9148372
NADK1,0.9999516
PI345P3P,0.9964064
MAGt_cho,0.9148373
HMR_8579,0.99077356
LPS60TVL,0.9148373
R5PPpp,0.99750996
GLCNACT_c,0.03942353
XANt2,0.9968934
r0191,0.93532705
CDPDAGS_PALM_LNA_c,0.99786395
PLDAGAT_PALM_ARA_PALM_PE_12_c,0.9148372
HEPT4,0.008517739
PYROX,0.9987465
RE2440C,0.14352573
THYMDt1,0.9929402
ACOADAGAT_MYRS_EPA_DHA_c,0.00014984811
r1853,0.00038870017
PLDPE_PALM_LNA_c,0.13101497
KOKDO_LIPAtetra,0.4604921
DNAS_LLA,0.99045825
CMt2ex,0.99901474
DHCRD2,0.8733895
SPHMYLN18114_hs_ATPt,0.9994491
BTCOARx,0.9995552
r1953,0.00019058624
DUTPDP_1,0.9993044
HCINNMtex,0.9148373
OA17LST,0.00042668084
UDPAPD_2_p,0.9984439
GD3P2,0.9996656
PPGPPDP_c,0.9999317
KAT24,0.6379617
OA40PL,0.9148372
RE0569C,0.97437537
r2214,9.192604e-06
r2153,9.192604e-06
CASULT,0.00029727689
LEUTYRTYRt,0.9945827
r2265,9.192604e-06
HMR_0387,0.9994491
CEPTC_16_0_18_1,0.25295454
FEENTERR3,0.0005463056
AGPAT1_cho,0.00014984811
METGLYARGr,0.64239985
ARGTRS_1,0.99581677
CDPDAGS_EPA_PALM_c,0.99786395
CRVSthc,1.0713354e-05
3OAR240_c,0.9984439
DOLPGT1_c,0.0001555276
r1766,0.000120056306
OA51LST,0.00042668064
ADEt,0.4399134
THMPe,0.6316077
FACOALP50t2pp,0.99988234
R05217,0.9156011
r2495,9.192604e-06
3METHMCAC,0.99417984
BALAMDAH,0.971964
CE2006te,0.9994491
ESTRONESt2,0.00023964801
FRULYSE,0.9148373
ETHAt2pp,0.99906987
r1731,0.0010694636
DOLDPP12,0.99872714
PHAP2C121d6,0.00014984811
DCPDPP2,0.9964064
HEPT5N,0.0085177515
DGTSD5DS1829Z12Z1835Z9Z12Z,0.98065394
PSER_Lt6,0.99588674
CCP,0.833209
ARGMO,0.9604515
DNTPPA_1,0.98637706
METTRPPHEt,0.9945827
3OXOADPt_pp,0.9987953
PACt3,0.0061420524
4TMEABUTNt2,0.9945827
PLDAGAT18111Z18111Z1819Z1,0.21801403
GLCURtr,0.9836262
NTP6,0.99961215
PI5P4K,0.9981034
AGPATCOA_MYRS_STC_c,0.0002123088
BG_CELLB,0.9976344
ACOAD11f,0.8733895
DAGK_EPA_ALNA_c,0.9981034
BUTSabc,0.9994491
PLDPE_HDE_MYRS_c,0.13101491
PYDXNtex,0.9148373
MGT183_9_12_15,0.9148372
ISTNTabc,0.9994491
CELLBpts,7.853115e-05
GTMLT,0.002019578
1PPDCRp_1,0.998428
4OXPTCOADHx,0.998428
3HOPCD,0.998428
LPLIPAL1E141pp,0.9872027
RE2383C,0.9989023
PEPGLYCAN,0.1327437
MPOMT,0.00021068589
SMS10,0.9148372
FACOAL_162_9Z12Z_c,0.9997105
ETHAPT_LM,0.25295463
PLPSA21819Z1829Z12Z,0.08614088
ACGALpts_1,0.95812047
PLA2PC_LNA_STC_c,0.87222314
ALALEUabcpp,0.9994491
GALCTNt2r,0.9945826
ACSPHACP90,0.9997105
PCMEH2pp,0.49741596
ACOAD12f,0.87338936
CRNt,0.9148373
PLDAGAT_PALM_EPA_ARA_PC_6_c,0.9148372
DOLK,0.768017
CDS_16_0_18_3,0.99786395
TDMS3,0.0017424435
PHELEUASPt,0.9945827
PI34P5K_cho,0.9981034
TRIODTHYt,1.0713354e-05
ETHAPT_STC_DHA_c,0.2529546
LPLIPAL2A160,0.9986395
ALLULPE,0.00034755314
SELCYSTGL,0.040072445
HMR_0242,0.998602
2PGtr,0.00015470937
LANTHabc,0.9994491
HMR_0437,0.9997105
ICITt4pp,0.18413156
HMR_1543,0.9989023
GTLOA47,9.294612e-05
HMR_1767,0.9989023
RE2638C,0.99856013
ZN2t5,0.99933463
PSP_1,0.9998621
GLYALDtpp,0.0019417485
GTLOA67I,0.00027011478
HACD1_1,0.998428
OA5L_ST,0.0110718785
RE2130C,0.009228744
RE3151C,0.97437525
GLYC2Pte,0.9945826
HISCYSCYSr,0.92681813
GGGT_OLE_HDE_4_c,0.0025601147
HEXTT,0.053994235
PLDAGAT_LNA_EPA_LNA_PE_15_c,0.9148372
THRGLNGLUr,0.8795963
HYPTROX_cho,0.25370997
ASPA1,0.99988306
NOS1_1,0.9977068
A1E,0.9148373
FVStep,0.9148373
CDPDAGS_HDE_HDE_c,0.9992717
HMR_2495,0.9989023
RE0688C,0.616836
PHOtpp,0.9148373
HMR_0842,0.0048059425
r0611,0.0007579005
PC_TBt,0.9148373
PAFHe,0.0001483457
S3AdT,0.9993222
r1682,0.00017586995
PAPA_DHA_MYRS_c,0.9964064
r2532,0.0010279979
r1384,0.9983866
PANTS_1,0.91829
AGM4PA,0.028982047
PLDAGAT_MYRS_EPA_ARA_PC_5_c,0.9148372
PLDAGAT_MYRS_EPA_DHA_PE_9_c,0.9148372
LPS41TVL,0.9148373
DAAD3,0.9977143
DOLPMT_U,0.00010085413
EDTXSF140,9.591318e-05
THRGLNNaEx,0.00024989757
AMYLS,0.99106616
PHHL2,0.99943656
HC02196c,0.36612234
PNTEHe,0.07169892
OA66PST,0.9148372
GALTAL,0.008945316
H4MPTS13,0.9143535
C10DCc,0.00014984811
PAPA_MYRS_PALM_c,0.9964064
PTA2E,0.9992648
MCTP1Aex,0.014618411
MMM2,0.76812214
URIt2,0.99806815
HMR_0433,0.9997105
PPPNt2r,0.9945827
r1561,6.519233e-05
ACOADAGAT1819Z18111Z160,0.0002574204
TAGL_SC,0.00021777103
PIP4K_HDE_EPA_c,0.9981034
DAGK_DHA_DHA_c,0.9981034
C05769te3,1.0713354e-05
BMOCOS,0.00038056346
DIK1,0.96422535
NRPPHRt4_2_r,0.00023964801
G16MTM1,0.0069737905
MGT182_9_12,0.9148372
UDCPMT,0.0069738007
DOPAOQNOX,0.2900776
LCAT16e,0.9148372
r1549,5.6184268e-05
POR2,0.9988134
ARGARGr,0.997799
PLDAGAT1819Z18111Z1819Z3,0.19427407
r0402,0.9984439
DCPE,0.9148373
RE2633C,0.9984439
CSAtu,0.9994491
3MBAt6,0.9945827
PHESERTRPr,0.094785616
XYLTD_D,0.9987338
HEPKB1,0.9981034
RTOTAL2t,0.9148373
HISTAtu,0.9148373
HMR_2014,0.9984439
MAGOLE_HSe,0.00013233151
PLDAGAT_PALM_HDE_PALM_PC_4_c,0.9148372
34PHACTE,0.91977525
PLDAGAT_MYRS_EPA_PALM_PC_4_c,0.9148372
DGTSDS18111Z1829Z12Z,0.98065394
MANA1,0.9896498
OAP18pp,0.00042668125
PLDAGAT_PALM_EPA_PALM_PE_11_c,0.9148372
PROASNCYSt,0.9945827
OA63LL,0.00042668084
FACOAE50,0.998602
IPC324PLC_SC,0.121952824
NO3R2bpp,0.99325585
QUINtpp,0.9987953
LIPTabc,0.9994491
TAGAH_HDE_MYRS_GLNA_c,0.08614093
6HSMVACIDteb,0.9994491
LCAT1e_cho,0.9148372
PLDAGAT_LNA_EPA_ARA_PC_4_c,0.9148372
GAMpts,0.99593747
r1990,9.7208795e-05
LPS57TVL,0.9148373
MALtpp,0.99881375
TAURIBUP_Sthv,0.9148373
KOKDO_LIPAhexa,0.20662639
NADH4,0.9991365
MCBTFabcpp,0.9994491
FACOAL150_anteiso,0.9997105
PROTRS,0.84939665
PCHOLN201_HSPLA2,0.08614091
HMR_2365,0.9989023
NOS1,0.9992526
RE2666C_1,0.00894532
FUCGALFUCGALACGLCGALGLUSIDEte_cho,0.9148373
LAAL15,0.9928946
PIK4_18_1_18_1,0.9981034
DAGAH_EPA_ARA_c,0.08614093
GLNTRS2,0.9997315
DDECCRNe,0.9148373
XOLEST183te,0.9148373
ALLPI,0.9148373
PLDAGAT_MYRS_EPA_LNA_PE_16_c,0.9148372
DAGK_EPA_HDE_c,0.9981034
PAPA181_9,0.9964064
CBIAT,0.0038459697
GGT_L,0.0539942
4ABZGLUtr,0.9987953
r2049,4.4011173e-05
HMR_1388,0.0023604052
MCCC,0.99081755
PLDAGAT_LNA_EPA_GLNA_PC_2_c,0.9148372
DSBGGT,0.9148372
AGPATCOA_PALM_MYRS_c,0.00063510495
GLUabcpp,0.9999379
KCCt,0.0002591973
UREASE,0.9923866
r1862,0.0018554033
OAAt_1,0.99898857
RE3631C,6.9423986e-06
APPLP,0.9981034
ARBTNR3,0.00029738093
4HPAtpp,0.9148373
CITt4_4,0.03921085
RAFFabc,0.9994491
HIPA,0.998428
3MLDAt,0.9148373
NH4t3r,0.99988854
15M3HEXDA,0.9896498
PLDAGAT_HDE_HDE_GLNA_PC_4_c,1.35671235e-05
PHELYSPROt,0.9945827
LAAL11,0.9929563
BTNDe,0.119711265
FAOXC4C4DCc,0.006229939
ENTERES2,0.51071596
3AIBT2,0.00981648
HADPCOADH3,0.998428
PLDAGAT_OLE_PALM_HDE_PE_13_c,0.9148372
GMPS,0.9998846
HMR_9657,0.9148373
D5KGI,0.9148373
PLDAGAT_HDE_HDE_LNA_PC_6_c,1.35671235e-05
ASNTYRPHEr,0.0010305468
PLA2PC_HDE_PALM_c,0.553634
ASNASNARGr,0.06566979
DACL,0.2023968
RE2677E_1,1.6364154e-05
1MNCAMti,0.9994491
FECHEabcpp,0.9994491
PI4P5K_16_0_18_3,0.9981034
TRPGLUPROr,0.15009071
DAGK_hs,0.9981034
PE1801829Z12Zt,0.9994491
GPAM_pf_18_2,0.4225878
6MPURPRT,0.35641623
C51CPT1,0.00014984811
LAAL2,0.9981693
6HMSMVACIDteb,0.9994491
PLDAGAT_LNA_PALM_HDE_PE_12_c,0.9148372
RETINALt,0.9148373
GLYCOGENt,0.00084226223
OCD11COACPT1,0.00014984811
RE2880C,0.00049799064
FEROXEFER3,0.00029738093
GF4GL_1,0.9882882
LPLIPA3,0.00073938794
OXYLt5,0.9987953
PI345P3P_16_0_18_1,0.9964064
C14826ATP,0.9994491
PLDAGAT_HDE_PALM_EPA_PC_3_c,0.9148372
RE0912C,0.00029727718
PHELEUASPr,0.0179633
ACOAD28f,0.8733895
23DAPPAt2pp,0.9987953
RHA140tpp,0.9148373
PHETHPTOX,0.0010509182
r1411,0.11632695
COLIPAabctex,0.9994491
PLDAGAT_MYRS_HDE_HDE_PC_8_c,0.9148372
ALAGLYtr,0.9994491
ATVACIDtu,0.9994491
HDCEAt,0.20474917
RE1904C,0.9989023
OA28abPVL,0.9148372
DHAtex,0.9148373
r0360,0.0008938807
UDPG3g12dgrGT_SA2,0.001440032
2HIBUP_Sthv,0.9148373
RHACOAET40,0.998602
PLDAGAT_PALM_PALM_GLNA_PC_1_c,0.0025601147
ASPSALy,0.9998872
DHCERS18_c,0.014723813
OA59PST,0.9148372
HMR_0814,4.100744e-05
CLBH,0.043639906
NTP3e,0.00021474846
R5PP,0.99934095
SQD2_180,0.105677746
SUCRabc,0.99949896
PLDAGAT_EPA_EPA_EPA_PE_14_c,0.9148372
ASR,0.0028977394
ALAALAPEPT1tc,0.996779
GTLOA52,0.00020801058
HCO3_CLt,3.4822002e-05
MERACMPtep,0.9994491
ACONCtex,0.9148373
r1966,0.03980276
LPEAT_PALM_LNA_sn2_c,0.00014984811
OCBT2i,0.91059273
GALTt,3.639726e-05
HMGL_2,0.9675994
DHCIND,0.998428
PLA2PE_EPA_EPA_c,0.08614089
PLDAGAT_HDE_EPA_EPA_PC_1_c,0.9148372
DSPVStev,0.9148373
r1383,0.99911886
PLDAGAT_HDE_PALM_EPA_PC_4_c,0.9148372
HMR_0276,0.998602
PCD6DS_HDE_GLNA_sn2_c,0.0013696332
PGLCNDH_1,0.9987042
r1515,0.9997557
F4MTSPD,0.0001555276
MK11t,0.9148373
NO3abc,0.99960667
FACOAL240,0.9997105
OBFOOLOR,0.99759406
RE3501C,0.9896498
PELINL_HSt1e,0.9148373
CRGLZtev,0.9148373
OROTGLUt,0.0024173935
PLDAGAT_HDE_EPA_HDE_PC_8_c,0.9148372
CHPHD,9.985468e-05
GCA3Sabc,0.9994491
PCNO,0.99924386
SPHMYLN181201_hs_ATPt,0.9994491
PLDAGAT_OLE_EPA_DHA_PE_9_c,0.9148372
HHDR7,0.9984439
FACOAL170_anteiso,0.9997105
G12MT2_cho,0.006973804
HMGL,0.0010859122
TARTR_L_Et,0.9148373
PEAR_HSt1e,0.9148373
DXYLTD,0.9896498
UDPACGA6D,0.9998055
PLDAGAT_HDE_HDE_GLNA_PC_2_c,1.35671235e-05
GLYGLNabcpp,0.9994491
LPEAT_HDE_ALNA_sn2_c,0.00014984811
BUP2,0.9990977
LPS66TL,0.9148373
PCHOLSTE_HSABCt,0.9994491
MMSAD2,0.9997155
RE1309C,0.99919266
PI345P5P_cho,0.9964064
OPMEACPR,0.9984439
PLDAGAT_MYRS_HDE_PALM_PE_16_c,0.9148372
ACOADAGAT_MYRS_EPA_ARA_c,0.00014984811
GTACMPtev,0.9994491
O16AUNDtpp,0.9148373
OAP4pp,0.00042668084
FRUt2,0.9976101
GTHRDH_syn,0.97577924
XYLt,0.9941164
3HPVSCOAhc,0.9997105
ETHAPT_EPA_HDE_c,0.2529546
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,0.9148373
r0610,0.7680169
FADOX,0.9984409
TRPTHRTYRr,0.0017828548
LPS60TL,0.9148373
PLDAGAT_OLE_PALM_PALM_PE_9_c,0.9148372
RE1906C,0.9989023
r1254,0.9998431
ESTRADIOLGLCt2,0.9994491
PLDAGAT_PALM_ARA_PALM_PE_11_c,0.9148372
GLUtex,0.8688755
PSERtr,4.2554882e-05
THRFVShc,0.9148373
GLYGLNtr,0.9994491
LYST1,0.026799878
TTMR1,0.9984439
NO3R3pp,0.1670517
HEX10,0.9985176
ASPA2,0.99239725
r1769,0.00013521641
LPS53TVL,0.9148373
r1700,0.002170303
TMPHi,0.99750715
C100CPT1,0.00035998964
ASPTRS2,0.998085
PLA2_2_18_0_18_1,0.72973746
r0465_1,0.99358714
FGLU,0.991439
PI4P5K_16_0_18_5,0.9981034
TCHOLAt2,0.00023964801
RE1978C,0.013826578
EDTXSF161,0.00014016406
FECRMabc,0.9994491
FRDO3r,0.02259444
PI345P3P_20_4_20_4,0.9964064
PYRDC,0.99992144
RE3557C,6.9423986e-06
SERARGALAt,0.9945827
SQDGATCA1819Z160,0.00014984811
r0649_1,0.00010880774
GBEZ,0.99460286
CBR1,0.9984439
LPLIPAL2G160,0.78018934
XYLTt,0.9148373
ARG_Dte,0.9148373
DAPAL,0.9999387
5MTHFt,0.9148373
BFFS,0.022096816
CBASPte,0.011477277
ACOLIPAt2ex,0.9148372
TBT,0.99917334
HMR_0247,0.9994491
OA11PST,0.9148372
GLCNACPT_U,0.6932168
HACD11i,0.998428
PLDAGAT_MYRS_EPA_LNA_PE_10_c,0.9148372
PCW3DS_PALM_EPA_sn2_c,0.0013696332
