,0
OA40LVL,0.0005879623
GLCNMS,0.9877834
ETHAPT_EPA_DHA_c,0.28402758
ARI,0.0050991527
PI5P3K_cho,0.99978584
ALAS,0.9978508
PLA2PE_PALM_MYRS_c,0.9939177
PLDAGAT_OLE_PALM_PALM_PE_13_c,0.8891248
XYLR,0.9993063
FA1822ACPH,0.9995902
CYTBDpp_1,0.11444757
SLCBK2,0.99978584
PSYGCHe,0.8891248
1PPDCRp_1,0.9989588
r2238,1.979886e-05
XOLTRI27te,0.8891248
TMLYSOX,0.84741306
PSSA_18_1_18_1,0.99643874
PLDAGAT_HDE_EPA_EPA_PE_15_c,0.8891248
PLA2_2_18_1_18_2,0.49332982
PPBNGte,0.004594952
TRPILETRPt,0.99919206
AKGMAL,0.08136688
LPLIPAL2ATE181,0.00028926838
OHACT5,0.9976834
HMR_0344,0.8891248
GGGT_PALM_PALM_5_c,0.8891248
ARTFR11,0.06366885
HISGLNALAt,0.99919206
RE2799C,0.9986222
PI4P5K_HDE_PALM_c,0.99978584
AGPAT1_16_0_20_5,0.006160149
NFDtd,0.8891248
PGLUSYN,0.99972004
r1028,0.9998461
DHDPRx_r,0.99946576
CARNabcpp,0.9998461
FAMPL1,0.999175
ACSOMT,0.16901103
URIK2_1,0.9995493
HACOADr,0.9989588
MIP2C324PLC_SC,0.49332982
PLDAGAT_MYRS_MYRS_HDE_PC_5_c,0.00017401157
r0963,0.8891248
r0082,0.9998585
ACCOX_c,0.00085007306
PROHISr,0.845974
RE3432C,0.9986222
THRTHRARGt,0.99919206
RE3597C,0.9986222
GTLOA55,0.0040852674
LPCAT_STC_LNA_sn2_c,0.0061601517
LPS2_cho,0.49332982
GLYPROt,0.8891248
PLDAGAT_HDE_PALM_PALM_PE_13_c,0.8891248
SOAT12,0.0061601517
OA58LVL,0.000587962
PI4P3K_18_2_20_4,0.99978584
ASNTRS_1,0.9996878
ALDD13,0.9996921
NMNS,0.9993166
r1660,0.030169029
GDPMEP_c,0.0010260997
CITt15,0.11352298
LSTNRATt,0.00053618825
GCVHADPr,1.50119295e-05
TRPtipp,0.85227984
FEOXAMUtpp,0.99976426
CHOPT_EPA_OLE_c,0.28402746
OA5VL_ST,0.003404
LPS9_46_27TL,0.8891248
UDPACGLP,0.9916741
r1497,0.0056830794
OA56LVL,0.0005879623
PHEDCAtexi,0.8891248
AGPATCOA_EPA_HDE_c,0.019243103
PAPA_SA,0.9995437
ASPSALy,0.9999201
XOLESTte,0.8891248
GGGT_EPA_HDE_1_c,0.8891248
DAGK_DHA_LNA_c,0.99978584
r2043,0.9677141
PLDAGAT_EPA_EPA_LNA_PE_16_c,0.8891248
TRPILELYSt,0.99919206
peptido_ST,0.0048604636
TAGAH_PALM_HDE_HDE_c,0.9764811
G12MT2,0.008989447
13PPDH2,0.9986222
TAGAH_HDE_EPA_HDE_c,0.9764811
GLNTRAT,0.99977
HISGLUGLNr,0.9939469
FACOAL226,0.9999291
PI4P5K_18_1_18_1,0.99978584
PLDAGAT_HDE_MYRS_PALM_PC_4_c,0.8891248
4HATVLACthc,8.793122e-06
ALGSex5,0.8891248
CDDTPP,0.036087558
LPCAT_EPA_GLNA_sn2_c,0.0061601517
4MTRPE,0.9986222
LPS48TST,0.8891248
DIPEPabc13,0.9998461
SADT,0.9999466
ACP1p,0.9984346
DES21,0.9997992
r1564,0.7701428
LS3,0.8891248
PCW3DS_HDE_EPA_sn2_c,0.0115206055
DIACTt,0.00030713575
APRGSTRNte,0.8891248
ASPtpp,0.07584543
LYX_L_Et,0.99296004
TAGptspp,0.9994824
PLA2PA_EPA_MYRS_c,0.9939177
HMR_0438,0.9997453
DGCHOLte,0.8891248
ACTOA3_10,0.9976834
PCLGALTr,0.07089372
MGT180,0.004652718
FAOXOHMC10DC10c,0.9996921
DH23t,0.99631137
HMR_2016,0.9989588
ELAIDCPT1,0.11090227
HMR_0878,0.0034048592
PLDAGAT_EPA_EPA_LNA_PC_1_c,0.8891248
LPSGTR3_kt,0.95357955
OXAMTC,0.04943544
r2161,1.979886e-05
GLUKA,0.99978584
GLYBti4pp,0.9998215
TAM3,0.0002774032
GLUMETHISr,0.9987111
LPEAT_DHA_DHA_sn2_c,0.0061601517
15M3HEXDA,0.9993298
C05298te,0.9998461
L_LACt4r_2,0.99726605
PLDAGAT_PALM_PALM_LNA_PC_2_c,0.00022682764
AGPAT1_18_2_20_4,0.006160149
DHPStr,0.8891248
PLDAGAT_MYRS_EPA_DHA_PE_16_c,0.8891248
AM1CCSteb,0.9998461
RBL_B_Et,0.8891248
DHBPTt,0.8891248
OAAt_1,0.9998672
PLDAGAT_PALM_EPA_DHA_PC_1_c,0.8891248
PLDAGAT_PALM_EPA_PALM_PE_12_c,0.8891248
FE3HOXUtex,0.99949396
PREPHACPH,0.9995902
ACNMCT,0.74431425
MI3PS,0.000423134
MIPCS124_SC,0.008989442
r1806,0.59611964
UAGCVT_1,0.9995066
r2323,2.6980955e-05
GLUARGLEUr,0.6044775
ADOCBLS,0.00094909826
6MOAMCA,0.9975926
MLDCP1Bpp,0.7157181
PDX5PS2,0.9988543
PLDAGAT_PALM_PALM_PALM_PC_2_c,0.00022682764
ACHVESSEC,0.9998461
ACOAD4,0.9996118
FE3PYOVDtonex,0.99949396
H2CPD,0.99918383
MCTP1Bex,0.00455673
PLDAGAT_MYRS_HDE_HDE_PE_12_c,0.8891248
PLDAGAT_DHA_EPA_DHA_PC_1_c,0.8891248
PTALEU,0.9980763
r2314,2.6980955e-05
PLDAGAT1601819Z18111Z3,0.8891248
GLYCOX1,0.9991442
CODHr,0.9538269
HMR_9642,0.8891248
A24T,0.999918
PLDAGAT_EPA_EPA_GLNA_PC_7_c,0.8891248
PLRXR2,0.53873825
PYOVDtex,0.9998461
RE3044C,0.98815316
DACGST,0.012802084
r1590,0.8626034
LCYSTabcpp,0.9998461
PIPLC_PALM_HDE_c,0.49332988
DAGAH_PALM_HDE_c,0.9764811
IGPDH_1,0.99971014
ACMPtu,0.9998461
SHS1,0.8532997
TDCA3St,8.793122e-06
r1495,0.0056830826
PGLS,0.16901101
PLA2PE_DHA_HDE_c,0.9764811
PTRCtex2,0.9846261
PHOA430um,0.8891247
MANE,0.15802588
FUCACNGALACGLCGALGLUSIDEte,0.8891248
PLDAGAT_PALM_EPA_PALM_PE_13_c,0.8891248
AGPATCOA_PALM_EPA_c,0.01666908
PLDAGAT_MYRS_EPA_PALM_PE_16_c,0.8891248
ATPATF3,0.9997824
PI4P5K_EPA_LNA_c,0.99978584
TAGAH_PALM_EPA_EPA_c,0.49332988
F4H2O,0.9993298
3SALACBOXL_cho,0.9975176
RE3500C,0.9993298
r1378,0.99936885
TYMSULT,0.0006501733
FASm320,0.9993593
DOLASNT_c,0.00018452012
7BHGLZGLCABCt,0.9998461
CHOLK,0.9998863
PHEabc,0.9998516
FDH6r,0.99848324
HIBDkt,0.9989588
FE3HOXR3,0.0024406966
ETHAPT_STC_MYRS_c,0.28402755
G1PPDM,0.99428177
NCCt,0.068690866
PSSA1_hs_18_0_20_4,0.48494327
r2098,0.4240767
HMR_1949,0.9989588
r1764,0.034070756
HASD,0.9975176
PLDPE_LNA_MYRS_c,0.67682815
RE2068C,0.8140412
NDP8ex,0.03603586
AMAOTr,9.254493e-06
NTP2,0.9999418
THZSN,0.89528996
r0380,0.34429792
TEGAMO,0.009104538
HISDAMET,2.4128552e-05
ACLS_b,0.41775727
MCR,0.8891248
2HPTCOAT,0.9995276
LCAT1e_cho,0.8891248
PLDAGAT_HDE_ARA_HDE_PC_5_c,0.8891248
PLDAGAT_HDE_PALM_EPA_PC_7_c,0.8891248
DCSPTN1CPT1,0.05804386
DAGK_hs_18_2_18_2,0.99978584
PNP,0.71979654
CDCA3GSc,0.008301842
DDECE1CRNe,0.8891248
GLYCS_II,0.99674904
LAAL33,0.999645
ALGSex4,0.8891248
C05957t,2.2505854e-05
OGLT,0.99830353
CDS_18_1_20_5,0.9990747
PLDAGAT_PALM_PALM_PALM_PC_1_c,0.00022682764
OA51PST,0.13793443
PYNP1_1,0.9942352
CE7082UPKt,0.8891248
ANS2,0.99978966
DOLPGT3_c,0.00018452012
AGPATCOA_HDE_DHA_c,0.017340926
DCSPTN1t,0.8891248
FUTS,0.9981152
MYCTR,0.9986222
SBDH,0.999073
r2116,0.99673945
RHACOARP80,0.9986222
PLDAGAT_DHA_EPA_ARA_PE_9_c,0.8891248
PLA2_2_18_2_18_1,0.9704148
XYL2e,0.002632837
BCAROHX21,0.9997335
ASNMETPROt,0.99919206
DCTUP,0.21642137
PLDAGAT_HDE_EPA_DHA_PE_14_c,0.8891248
G3PAT140_c,0.9969292
TAGLIPA160ex,0.020062862
FECRMabc,0.9998461
TREP,0.9991906
XYLt,0.97410345
SPMDAT3,0.9982741
DOGULND1,0.9938524
OA28abLL,0.000587962
LPS,0.49332958
CYSS_2,0.99992406
MYC1CYC2,0.169011
PCHOLN1836_HSABCt,0.9998461
G12MT1_L,0.008989442
HMR_0814,0.0024734996
PLA2PE_LNA_LNA_c,0.49332988
IDL_HSDEG,0.0063252165
pa2_ST,0.91584927
PE12_HSABCt,0.9998461
H2CO3_NAt_syn,0.99921656
PLDAGAT_OLE_HDE_HDE_PC_7_c,0.8891248
r1722,0.6209281
AGPATCOA_HDE_HDE_c,0.62886643
CE2049te,0.9998461
10MTU2A,0.9986222
CRTNtex,0.8891248
OSUCCL,0.9998585
GDR,0.9998883
HMR_2263,0.9974874
SUCP,0.834646
TRPGLYPHEr,0.081020795
4METPAC,0.9975926
LPS2TVL,0.8891248
PDBL_4,0.9983695
RE2235C,0.9997992
GLNCYSNaEx,0.9317544
GLCR1TRB1,0.95357955
TAUPAT1c,0.9996655
RHACOAET40,0.9997453
SRGO,0.0061601517
FORGLUIH2,0.99943143
USHD_HP,0.9848932
PLA2_2_16_0_18_3,0.9704148
CEPTE_18_1_18_1,0.28402737
r0402,0.9986222
PI345P3P_16_0_18_1,0.9995437
ARGTRS,0.9915072
BHMT,0.032862984
6M3OXO,0.9986222
UAGPT1,0.2589354
r1673,0.9254228
HMR_2264,0.9986222
DOGULNR,0.9989588
MVLACte,0.8891248
NAKtr,0.99986804
r2363,0.8891248
LPS59TST,0.8891248
PE18111Z1835Z9Z12Zt,0.9998461
DORNabcpp,0.9998461
PLDAGAT_HDE_EPA_HDE_PC_3_c,0.8891248
UDPAPD,0.8891248
MTSPC,0.9995771
ACOADAGAT1819Z18111Z180,0.0061601517
PNTOt5_1,0.9988949
O16RHAT,0.00044750946
PGGT2,0.057564586
COADSR,0.89074886
LVSTPGPtu,0.9998461
PLDAGAT_HDE_MYRS_PALM_PC_1_c,0.8891248
FACOAL_161_2E_c,0.9999291
PLDPE_LNA_EPA_c,0.67682815
SBTR,0.99987304
DAGK_EPA_ARA_c,0.99978584
TAGAH_PALM_EPA_PALM_c,0.992415
LNLCCPT1,0.05804387
CDPGS,0.9998191
r0318,0.99994874
P4502C92,0.9997992
PLDPC_MYRS_DHA_c,0.8872275
HIAA,0.99691784
14M3HPAHL,0.9993298
CRMte,0.8891248
HMR_0354,0.9997453
TAGAH_OLE_PALM_HDE_c,0.9764811
RE1651C,0.9986222
4PEOR,0.9989588
RE3629C,0.9982741
PETHTMT_c,0.16901101
1AGPEAT1819Z1829Z12Z,0.0061601517
PLDAGAT_EPA_EPA_LNA_PE_12_c,0.8891248
LPS48TVL,0.8891248
CRVStu,0.8891248
HMR_9602,0.01670024
VALPHELAT2tc,0.020925159
GGGT_PALM_PALM_3_c,0.8891248
UGLDDS2_1,0.00090851524
N2Otpp,0.84007406
GLCR1TRA2,0.95357955
r1503,0.0056830794
TAGAH_HDE_EPA_LNA_c,0.49332994
PLDAGAT_HDE_ARA_PALM_PE_11_c,0.8891248
URIt5,0.9998981
GDTP,0.9999043
HISLYSGLUr,0.8826122
LAAL20,0.9998741
PE2LINL_HSABCt,0.9998461
HAT40tpp,0.8891248
3OAS160_2,0.9998461
PLDAGAT_MYRS_EPA_EPA_PC_6_c,0.8891248
PLDAGAT18111Z1819Z18111Z1,0.037116382
ANDRSTRNte,0.8891248
LPS3_10TL,0.8891248
MGDGE160,0.8891248
MMETt2,0.99957675
MSHAMID,0.0152684115
PLDAGAT_HDE_ARA_HDE_PC_8_c,0.8891248
PLDAGAT_MYRS_EPA_EPA_PC_2_c,0.8891248
PLDAGAT_MYRS_EPA_DHA_PE_12_c,0.8891248
DAGK_HDE_ARA_c,0.99978584
CYSAMO,0.9980767
HMR_1989,0.9997992
PCW3DS_HDE_ALNA_sn2_c,0.011520599
r1656,0.27788258
PNTOt2,0.99960905
r2465,0.8891248
METATB0tc,0.007034461
PLDAGAT_HDE_PALM_EPA_PC_6_c,0.8891248
NTPP11_1,0.99977356
PLDAGAT_PALM_HDE_HDE_PE_11_c,4.052662e-05
CTI1,4.885629e-05
NICRNtr,0.0007267461
PLDAGAT_HDE_ARA_PALM_PC_1_c,0.8891248
AMPDA,0.99997795
LCAT22e,0.8891248
RE3250C,0.9989588
TRDRf,0.9873417
r2126,3.139805e-05
HCO3_CLt,1.2772532e-05
r0775,0.99666613
DHAtpp,0.11381425
KAT23,0.9976834
SELMETAT,0.9999106
FDR,0.9986222
PCD12DS_HDE_LNA_sn2_c,0.0115206055
CARIBUP_Sthv,0.8891248
LPS11TST,0.8891248
RE3520C,0.8891248
RE2477C,0.16901092
24_25DHVITD2t,0.8891248
FUCGALFUCGALACGLCGALGLUSIDEte,0.8891248
HMCRNt,0.8891248
LAAL35,0.999821
ETHAPT_EPA_GLNA_c,0.28402737
LPS9_46TST,0.8891248
CATC1646Z9Z12Z15Z_c,0.058043845
IZPN,0.9995771
MCLACCYSR,0.9533354
ALPATG160pp_1,0.00025430086
RE3422C,0.9993298
PIP5P_EPA_LNA_c,0.9995437
3OACOAR,0.9990484
GPDDACHOL,0.95952874
EIC21114TRte,0.9998461
FUCASE2,0.050067406
ETHAPT_OLE_DHA_c,0.28402737
C03990ATP,0.9998461
GTLOA43,0.0032415558
CHOL1,0.9989588
CYSGLNMETt,0.99919206
C180SN,0.99986815
PLDAGAT_PALM_ARA_PALM_PC_1_c,0.8891248
TTDCPT1,0.31443366
r1633,0.0140599655
PLDAGAT_HDE_ARA_HDE_PC_3_c,0.8891248
PYRDC2,0.99988294
FAOXC4C4DCc,0.43368304
NMTHDA,0.9998461
r2318,2.6980955e-05
GD3P2,0.99989295
LCAT36e,0.8891248
HYOCHOLt,8.793114e-06
RE3020C,0.9997992
6AHGLZtev,0.8891248
DGULND,0.9983278
LDGUNPD,0.9999343
EDTXSCOF181,0.32781458
GMT2,0.008989442
3OHSUBACte,0.8891248
ETHAPT_LNA_PALM_c,0.28402746
HISLYSVALr,0.009858212
OA21PVL,0.13793443
DHNPA,0.006650859
KYNATESYN,0.9993298
G3POACTF,0.00028545043
GPAM_hs_16_0,0.99703383
PLDAGAT_HDE_HDE_GLNA_PC_8_c,9.996024e-05
PIPLC_16_0_18_2,0.52793324
PLDAGAT_MYRS_EPA_GLNA_PE_15_c,0.8891248
ACOADAGAT_LNA_EPA_GLNA_c,0.0061601517
RE2132C,0.12222728
LCAT6e,0.8891248
DGATpf_18_1_18_2_lnlccoa,0.0061601517
r1938,0.99539655
GLYCDH,0.99979
CLB6PH,0.99416155
U2GAAT,0.06072849
EDTXSB1,0.9334841
HPACt2r,0.99954623
PCD5DS_OLE_EPA_sn2_c,0.0115206055
DCTPD_1,0.94090444
FAO10,0.9999825
FACOAE1836Z9Z12Z,0.9997453
PAFHe_cho,0.019732267
ARGHISTHRt,0.99919206
QRr,0.9988356
CASULT,0.0006501733
DHMPTRx,0.9989588
PAPA_EPA_PALM_c,0.9995437
METSR_S1,0.99990547
PYDXK_1,0.9996574
TAGAH16018111Z160,0.992415
PLDAGAT_LNA_PALM_HDE_PE_12_c,0.8891248
HMR_0371,0.9998461
ACPT_EPA_LNA_c,0.007394585
r1015,0.0056830794
r1783,0.86307687
METGLCURt2pp,0.99949396
PE14_HSABCt,0.9998461
YVITEt,0.8891248
PI4PLC_16_0_18_1,0.49332988
MB2CFO,0.9925202
34DHPEt,0.8891248
2MBTOHt,0.8891248
ALAGLYLYSr,0.5052067
RHA50tpp,0.8891248
G16MT,0.008989447
ASNO,0.7102874
r0363,0.001395107
3MHISt1,0.0056830794
PE17_HSABCt,0.9998461
TRPMETVALt,0.99919206
RE2442C,0.9991874
NP1_1,0.04697575
Htabcpp,0.9967782
NaKt,0.9991641
OA28acF,0.8891248
TYMte,0.015346676
r2061,0.0010709398
r2251,1.979886e-05
DIHOLINETH,0.0026328356
TAGAH_HDE_HDE_OLE_c,0.98111707
PLDAGAT_HDE_PALM_EPA_PE_13_c,0.8891248
FACOAL40t2pp,0.99997115
ASNSERNaEx,0.8499117
CE2209te,0.9998461
DXYTST,0.001158691
HISGLUr,0.99893206
LPEAT_MYRS_STC_sn2_c,0.006160149
IPDPUPT,0.0014465483
NI2t4pp,0.11766665
TYMc,0.99981123
BANDMT,0.16901095
ASNtN1,0.56851023
GMNA,0.08107568
DAGK_HDE_EPA_c,0.99978584
4HDEBRISOQUINEte,0.8891248
CLt3r_2,0.99941015
PHAP2C60,0.006160146
HATGH,0.9986222
OA44LVL,0.000587962
LCAT51e,0.8891248
PROGLULYSt,0.99919206
TRPALAPROt,0.99919206
HMR_2395,0.9974874
PLDPC_EPA_DHA_c,0.8872275
OAP15pp,0.00023728616
HMR_0359,0.9998461
PLDAGAT_PALM_PALM_PALM_PE_16_c,0.00022682764
PLDAGAT_EPA_EPA_LNA_PE_14_c,0.8891248
ACPT16018111Z,0.01885915
LPS43TST,0.8891248
LSTNM1tev,0.8891248
PURabc1,0.9998461
NADK5,0.99899715
PALDO2,0.9977155
NORMETEVESSte,0.9998461
LAAL7,0.9998627
HISLYSGLUt,0.99919206
ALGE7,0.8891248
THRPHELAT2tc,0.010835925
ACHMSSELCYSL,6.024662e-05
MTHF3ES_c,0.9998578
Kt1,0.9633005
LPSSYN_HP,0.0006989663
PIt7,0.91078573
CAMPt,0.9998529
KARI_1,6.331439e-05
AGPAT1_16_0_18_1,0.035553552
DSPVStev,0.8891248
MECDPDHf,0.024424117
ALACt2r,0.99948454
SALCHS2FER1,0.99470794
GLNPROGLUt,0.99919206
CATC162E_c,0.05804386
CD2t4,0.053414032
PHEPC,0.99987566
GGH_7DHFe,0.0024270446
HMR_1992,0.9997992
ACHLE3,0.9988279
TAGAH1819Z18111Z18111Z,0.9704148
LPCAT_PALM_GLNA_sn2_c,0.0061601517
PYK3,0.9999838
r1547,0.0002749266
LPLIPA1,0.29754037
ISOGL3P,0.9975926
LPADSS2,0.08264625
CYPHYS,0.99729115
GLYBt4_2_r,0.99985635
r1696,0.9995864
COAO,0.9682169
COLIPAt2ex,0.0019569974
BZALt,0.8891248
HMR_7903,0.8891248
GAO1,0.9976834
CYSt2r,0.9999238
OCDCYAt,0.8891248
PUTAM,0.99763906
ACOADAGAT1601819Z180,0.0061601517
FEROXGtpp,0.8891248
ECOAR,0.99945146
P4502E1,0.9997992
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.8891248
AMPEP1,0.94816506
PE18111Z1819Zt,0.9998461
1AGPEAT1819Z1835Z9Z12Z,0.0061601517
MOEB1,0.99983156
r1670,0.89065146
PGIA,0.8891248
6BHGLZGLCtev,0.8891248
DGDGGH_MYRS_PALM_c,0.15029633
DAGAH_STC_EPA_c,0.49332988
PLDAGAT_PALM_EPA_EPA_PE_13_c,0.8891248
AGPATCOA18111Z1819Z,0.02355154
FUMtpp,0.99991703
LCYSTabc,0.9998461
LPS28acTVL,0.8891248
THMP,0.999894
PGHDGM,0.8891248
GMPt6,0.99985874
PLDAGAT_HDE_PALM_LNA_PC_2_c,0.8891248
SERDA,0.9999629
AGPAT1_20_4_20_4,0.0061601517
HMR_2002,0.9986222
LPEAT_OLE_ALNA_sn2_c,0.006160149
PLDAGAT_PALM_EPA_EPA_PC_8_c,0.8891248
VANCYT,0.8891248
ORNCD_2,0.9997888
PLDAGAT_OLE_HDE_HDE_PE_13_c,0.8891248
GLPT,0.050355848
SARCStex,0.8891248
GALT,0.9979528
PROVALGLNt,0.99919206
RE1700C,0.98275995
FKYNH,0.99666613
MS_1,0.5935127
RE2127C,0.169011
TTONR1pp,0.030089127
GALDH_c,0.9989588
RHAP60tex,0.8891248
CHITPH,0.3857444
PLDAGAT_MYRS_EPA_EPA_PC_3_c,0.8891248
HMR_0309,0.9999291
GNDc,0.9903252
UAG2EMA_1,0.2652575
FABM,0.8891248
LPCAT_OLE_DGLA_sn2_c,0.006160149
PLDAGAT_LNA_EPA_GLNA_PE_10_c,0.8891248
HMR_8761,0.99978584
RHAT40tpp,0.8891248
RHACOAE141d5,0.9997453
LNLCt,0.8891248
OA63LST,0.0005879623
DPLPTAT,0.27990267
OA30PVL,0.13793443
THFt2_1,0.9988932
r2005,0.99225146
LPS42TVL,0.8891248
CDIPT_PALM_LNA_c,0.6716487
UKQUIVORx,0.9989588
FACOAL150_anteiso,0.9999291
PLA2PE_PALM_ARA_c,0.4933297
CLPNS181,0.0059640533
MAS3,0.060509324
GLCAt2,0.99919206
RETNGLCt2,0.8891248
HMR_1318,0.9993298
GCALDt,0.013238965
ISOCHOLabc,0.9998461
UAGALDP,0.9826219
7MTROCAC,0.9986222
PLA2PE_LNA_DHA_c,0.49332958
HMR_1962,0.000650173
TAGAH_EPA_EPA_HDTE_c,0.49333
CYRDAR2,0.0866265
PROTS_LLA,0.0007926604
r1960,0.99409914
PLDPC_STC_EPA_c,0.8872275
ACGALptspp,0.999276
r2202,2.6980955e-05
LYSRC,0.012467395
RE1702C,0.98275995
G3PAT183_6_9_12,0.9864297
THRTRS,0.9940135
CITDAPPD,0.05442887
ALCD19_L,0.9993048
SALCHS2FER3,0.0024406977
LPS3_hs_18_0,0.99679154
5APTNtex,0.8891248
CLPNS_SA,0.0004432575
PCHOLN205_HSt1e,0.8891248
LCYSTtex,0.8891248
IPDPUDCT,0.0070139375
CLPNH140pp,0.9971662
STEETH,0.002632837
CYNTt_c,0.06839653
LCAT18e,0.8891248
TOLtpp,0.8891248
UDG4EP,0.00013939104
C05953t,2.2505854e-05
EGTE,0.059395257
DAGAH_MYRS_LNA_c,0.49332994
GGH_7THFe,0.0024270434
PIPLC_18_1_20_4,0.5279333
THRNTt,0.9998461
HMR_2215,0.9974874
DIPEPabc2,0.9998461
UTPH1,0.99994123
CEPTC_16_0_18_0,0.28402752
GALt1r,0.81079245
FAD_14,0.9997359
CLPNS160,0.0700772
SMS4,0.8891248
DHCERS18_c,0.32651657
GLCNte,0.93168557
PCHOLN183_HSABCt,0.9998461
PLDAGAT_EPA_EPA_EPA_PE_15_c,0.8891248
GLCt1,0.9996499
r1752,0.504669
ASO4t,0.00022118556
HMCRNc,0.98106956
PHEHXAtexi,0.8891248
r2045,0.8902113
XANt3,0.124400616
LIPATPT_2,0.99992
DAGAH_LNA_OLE_c,0.9704148
PLDAGAT_MYRS_HDE_HDE_PC_1_c,0.8891248
DKGLCNR2x,0.9995208
HMR_6826,0.00041525598
LEUKTRE4t,0.8891248
RPNTPH,0.99988115
Mn2t,0.9996419
PHA,0.8891248
GTHRDt2_1,0.99983037
GTLOA13,0.0032415558
PI45P5P_18_1_18_2,0.9995437
ENTERHpp,0.99966145
FASm1601,0.99980515
ACOAD26f,0.9942139
PI4P5K_EPA_EPA_c,0.99978584
SMVthep,8.793122e-06
HMR_0393,0.9999291
NACGS,0.98387676
GUDCA3Sabc,0.9998461
PMTSS,0.99770576
RE3019C,0.9997992
3AIBT2,0.7167049
HEXCCPT1,0.05804386
LPCAT_HDE_ETA_sn2_c,0.0061601517
PLDAGAT_MYRS_HDE_PALM_PC_1_c,0.8891248
DAAD7,0.9925202
CU2t2ex,0.992007
PIP3K_PALM_PALM_c,0.99978584
PLDPC_OLE_STC_c,0.8872276
PLA2PC_OLE_HDE_c,0.9764811
ASNS3_1,0.9999635
COMCOA,0.81277746
XYLOS2,0.99980706
NTD4e,0.7600884
PLDAGAT_HDE_ARA_PALM_PC_3_c,0.8891248
PPDK,0.99984527
XYLOR,0.9993063
SPHMYLN18118_hs_ATPt,0.9998461
CLOHtex2,0.0005361885
GLCOAS,0.99972624
LPCAT_LNA_ALNA_sn2_c,0.006160149
OBDHc,0.9993468
PLA2PC_HDE_STA_c,0.49332982
RE2131C,0.83071464
r2293,1.9798841e-05
GSNOR,0.5256518
ALDSTRNte,0.8891248
r2080,0.02231692
PLDAGAT_PALM_HDE_GLNA_PC_6_c,0.8891248
DNA_1,0.9816996
GLNTRPGLUt,0.99919206
TMDM1OATt,0.00053618825
GUMGCHLe,0.8891248
PACt2r,0.99943084
EDTXSF181,0.00021630591
PCHLN225_HSABCt,0.9998461
DESAT18_4,0.9997929
MALTTTRt,0.5057402
PLA2_2e,0.016532976
TETDECE1CRNe,0.8891248
PLDAGAT_HDE_HDE_GLNA_PC_5_c,9.9960336e-05
CYSGLUHISr,0.9671254
ETHAPT_MYRS_EPA_c,0.28402752
RE0689C,0.999079
PLDAGAT_PALM_ARA_PALM_PE_14_c,0.8891248
CACOAL,0.9999554
CPC6MT,0.86959606
PAI2I,0.8891248
ATVLACtdhc,0.8891248
GALSGLT1le,0.9992867
MPOMC2,0.9997172
LPCH2264Z7Z10Z13Z16Z19Z_sn1_c,0.666634
RE0864C,0.99978584
C04717ATP,0.9998461
AOXSr2,0.01049997
4HATVLAChc,0.99992955
ASO3t2pp,0.99972457
CE4970te,0.0009948674
HMR_2560,0.9995771
PHAPCP50,0.006160146
LPEAT_STC_PALM_sn2_c,0.06050931
r1999,0.95075476
ETHAPT_LNA_STC_c,0.28402752
HMR_0271,0.9999291
FVSTETGLUtev,0.8891248
r0881,0.99927825
PLDAGAT_HDE_HDE_GLNA_PE_10_c,9.9960336e-05
FATP5t,0.0056830826
GAM6Pt,0.1634464
LCAT42e,0.8891248
PI345P3P_16_0_18_0,0.9995437
ASCBpts,0.99970454
GLNASNGLNr,0.9933776
OMMBLHX,0.98815316
GTPHDR,0.8891248
HISASPt,0.99919206
SALADC2,0.38384435
OA11LL,0.0005879623
HMR_0268,0.9997453
PLDAGAT_PALM_EPA_ARA_PE_13_c,0.8891248
RETINALt,0.8891248
HMR_0422,0.9997453
PPM1,0.015127353
HMR_1967,0.9989588
LPASE_16_0,0.9959967
PALFATPtc,0.999961
AGPAT1_16_0_16_0,0.060509283
CDS_18_0_20_4,0.9990747
r1983,0.98652554
SERabcpp,0.99980265
RBCh,0.4986377
XYLe,0.0051397597
AGPATCOA_DHA_STC_c,0.0061601517
SBPP3_1,0.9998468
BALAt2r,0.99962294
BFFS,0.024165587
HACD22i,0.9989588
PLDAGAT_HDE_EPA_OLE_PE_10_c,0.8891248
PHOA690um,0.8891248
1331TACRteb,0.9998461
PEDH15_HSPLA2,0.49332994
SULAabc,0.9998461
HMR_6977,0.0014045327
POR,0.99993706
LYSGLUGLUr,0.9994993
DHRG,0.9997092
OA42LVL,0.000587962
DHNCM,0.99981624
FEROXEFEabcpp,0.9998461
DGTSDS1829Z12Z18111Z,0.9977155
RE3431C,0.8891248
ENGASE2,0.07025193
PLDAGAT_PALM_PALM_PALM_PC_4_c,0.00022682764
DEDOLR_L,0.9986222
RE3013C,0.9997992
PLDAGAT_HDE_HDE_LNA_PC_7_c,9.9960336e-05
DAGK_DHA_ALNA_c,0.99978584
LPS62TVL,0.8891248
PCHOLN261_HSte,0.8891248
ETHAPT_MYRS_LNA_c,0.28402755
GLYC_Rt,0.36186886
HMR_2376,0.9993298
MOTH4,0.31362745
PCD5DS_EPA_EPA_sn2_c,0.0115206055
TMAOR2,0.91790146
MPOMT_1,0.0014045327
LPCAT_LNA_OLE_sn2_c,0.035553534
